date,season,home_team,away_team,target_result,target_home_goals,target_away_goals,home_games_played,home_wins,home_draws,home_losses,home_points_per_game,home_avg_goals_scored,home_avg_goals_conceded,home_avg_goal_diff,home_goals_scored_first_half_ratio,home_goals_conceded_first_half_ratio,home_recent_goals_scored,home_recent_goals_conceded,home_recent_points_per_game,home_recent_clean_sheets,home_shot_conversion_rate,home_shots_on_target_ratio,home_avg_shots_per_game,home_avg_shots_on_target,home_avg_possession,home_possession_efficiency,home_avg_corners_for,home_corner_efficiency,home_avg_fouls_committed,home_avg_yellows,home_avg_reds,home_cards_first_half_ratio,home_venue_games,home_venue_win_ratio,home_venue_goals_avg,home_venue_conceded_avg,home_clean_sheets_ratio,home_scoring_ratio,home_comeback_ratio,home_lead_loss_ratio,away_games_played,away_wins,away_draws,away_losses,away_points_per_game,away_avg_goals_scored,away_avg_goals_conceded,away_avg_goal_diff,away_goals_scored_first_half_ratio,away_goals_conceded_first_half_ratio,away_recent_goals_scored,away_recent_goals_conceded,away_recent_points_per_game,away_recent_clean_sheets,away_shot_conversion_rate,away_shots_on_target_ratio,away_avg_shots_per_game,away_avg_shots_on_target,away_avg_possession,away_possession_efficiency,away_avg_corners_for,away_corner_efficiency,away_avg_fouls_committed,away_avg_yellows,away_avg_reds,away_cards_first_half_ratio,away_venue_games,away_venue_win_ratio,away_venue_goals_avg,away_venue_conceded_avg,away_clean_sheets_ratio,away_scoring_ratio,away_comeback_ratio,away_lead_loss_ratio
2014-08-29 18:00:00,2014-to-2015,Getafe CF,Almería,HomeWin,1,0,1,0.0,0.0,1.0,0.0,1.0,3.0,-2.0,0.0,0.3333333333333333,1.0,3.0,0.0,0.0,0.08333333333333333,0.25,12.0,3.0,46.0,2.1739130434782608,4.0,0.25,14.0,1.0,0.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.047619047619047616,0.38095238095238093,21.0,8.0,61.0,1.639344262295082,11.0,0.09090909090909091,7.0,3.0,0.0,0.3333333333333333,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2014-08-30 21:00:00,2014-to-2015,RCD Espanyol,Sevilla FC,AwayWin,1,2,1,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.07142857142857142,0.5,14.0,7.0,39.0,2.564102564102564,7.0,0.14285714285714285,9.0,3.0,1.0,0.5,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.16666666666666666,0.3333333333333333,6.0,2.0,47.0,2.127659574468085,3.0,0.3333333333333333,22.0,4.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2014-09-12 19:00:00,2014-to-2015,Almería,Córdoba,Draw,1,1,2,0.0,1.0,1.0,0.5,0.5,1.0,-0.5,0.0,0.5,0.5,1.0,0.5,0.0,0.02857142857142857,0.45714285714285713,17.5,8.0,58.5,0.8547008547008548,7.0,0.07142857142857142,9.0,2.5,0.0,0.2,1,0.0,1.0,1.0,0.0,0.5,0.0,0.0,2,0.0,1.0,1.0,0.5,0.5,1.5,-1.0,0.0,0.25,0.5,1.5,0.5,0.0,0.07692307692307693,0.15384615384615385,6.5,1.0,42.0,1.1904761904761905,3.0,0.16666666666666666,13.5,1.5,0.0,0.3333333333333333,1,0.0,0.0,2.0,0.0,0.5,0.0,0.0
2014-09-13 18:00:00,2014-to-2015,Real Madrid,Atlético Madrid,AwayWin,1,2,2,1.0,0.0,1.0,1.5,2.0,2.0,0.0,0.75,0.5,2.0,2.0,1.5,0.5,0.16666666666666666,0.5416666666666666,12.0,6.5,57.0,3.508771929824561,7.0,0.2857142857142857,11.5,1.5,0.0,0.3333333333333333,1,1.0,2.0,0.0,0.5,1.0,0.0,0.0,2,1.0,1.0,0.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,0.5,0.09523809523809523,0.38095238095238093,10.5,4.0,40.5,2.4691358024691357,4.5,0.2222222222222222,14.0,2.5,0.0,0.0,1,0.0,0.0,0.0,0.5,0.5,0.0,0.0
2014-09-13 20:00:00,2014-to-2015,Celta de Vigo,Real Sociedad,Draw,2,2,2,1.0,1.0,0.0,2.0,2.0,1.0,1.0,0.16666666666666666,0.0,2.0,1.0,2.0,0.0,0.21052631578947367,0.5263157894736842,9.5,5.0,55.0,3.6363636363636362,5.0,0.4,17.0,4.0,0.0,0.625,1,1.0,3.0,1.0,0.0,1.0,0.0,0.0,2,1.0,0.0,1.0,1.5,2.0,1.5,0.5,0.5,1.0,2.0,1.5,1.5,0.0,0.18181818181818182,0.45454545454545453,11.0,5.0,49.5,4.040404040404041,7.0,0.2857142857142857,17.0,1.0,0.0,0.5,1,0.0,0.0,1.0,0.0,0.5,0.0,0.0
2014-09-14 10:00:00,2014-to-2015,Rayo Vallecano,Elche CF,AwayWin,2,3,2,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.5,0.5,1.0,1.0,1.0,0.5,0.125,0.375,8.0,3.0,57.0,1.7543859649122806,3.0,0.3333333333333333,15.0,4.0,0.0,0.25,1,0.0,0.0,0.0,0.5,0.5,0.0,0.0,2,0.0,1.0,1.0,0.5,0.5,2.0,-1.5,0.0,0.16666666666666666,0.5,2.0,0.5,0.0,0.05555555555555555,0.3333333333333333,9.0,3.0,44.5,1.1235955056179776,4.5,0.1111111111111111,12.0,2.5,0.0,0.0,1,0.0,0.0,3.0,0.0,0.5,0.0,0.0
2014-09-14 15:00:00,2014-to-2015,Valencia CF,RCD Espanyol,HomeWin,3,1,2,1.0,1.0,0.0,2.0,2.0,0.5,1.5,0.3333333333333333,1.0,2.0,0.5,2.0,0.5,0.25,0.375,8.0,3.0,53.5,3.7383177570093453,3.5,0.5714285714285714,12.0,1.5,0.5,0.5,1,1.0,3.0,0.0,0.5,1.0,0.0,0.0,2,0.0,1.0,1.0,0.5,1.0,1.5,-0.5,0.0,0.25,1.0,1.5,0.5,0.0,0.11764705882352941,0.5882352941176471,8.5,5.0,44.0,2.272727272727273,5.0,0.2,14.5,3.5,0.5,0.375,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0
2014-09-14 17:00:00,2014-to-2015,Sevilla FC,Getafe CF,HomeWin,2,0,2,1.0,1.0,0.0,2.0,1.5,1.0,0.5,0.75,0.0,1.5,1.0,2.0,0.0,0.1875,0.5625,8.0,4.5,49.0,3.061224489795918,5.0,0.3,22.5,3.0,0.0,0.16666666666666666,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2,1.0,0.0,1.0,1.5,1.0,1.5,-0.5,0.5,0.3333333333333333,1.0,1.5,1.5,0.5,0.09090909090909091,0.4090909090909091,11.0,4.5,45.0,2.2222222222222223,3.0,0.3333333333333333,16.0,2.0,0.0,0.25,1,0.0,1.0,3.0,0.5,1.0,0.0,0.0
2014-09-14 19:00:00,2014-to-2015,Granada CF,Villarreal,Draw,0,0,2,1.0,1.0,0.0,2.0,1.5,1.0,0.5,0.0,0.5,1.5,1.0,2.0,0.0,0.2,0.4666666666666667,7.5,3.5,46.5,3.225806451612903,4.5,0.3333333333333333,16.0,2.5,0.0,0.2,1,1.0,2.0,1.0,0.0,1.0,0.5,0.0,2,1.0,0.0,1.0,1.5,1.0,0.5,0.5,0.0,0.0,1.0,0.5,1.5,0.5,0.13333333333333333,0.4,7.5,3.0,38.0,2.631578947368421,3.5,0.2857142857142857,12.0,1.5,0.0,0.0,1,1.0,2.0,0.0,0.5,0.5,0.0,0.0
2014-09-15 18:45:00,2014-to-2015,SD Eibar,Deportivo La Coruña,AwayWin,0,1,2,1.0,0.0,1.0,1.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.5,0.5,0.10526315789473684,0.47368421052631576,9.5,4.5,52.0,1.9230769230769231,5.0,0.2,16.5,2.0,0.0,0.0,1,1.0,1.0,0.0,0.5,1.0,0.0,0.0,2,0.0,1.0,1.0,0.5,1.5,2.0,-0.5,0.75,0.25,1.5,2.0,0.5,0.0,0.2727272727272727,0.36363636363636365,5.5,2.0,49.0,3.061224489795918,2.5,0.6,20.5,3.5,0.0,0.5714285714285714,1,0.0,1.0,2.0,0.0,1.0,0.0,0.5
